person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
36,male,Master,$75.993,14,MORTGAGE,$2.400,PERSONAL,"7,49","3,00%",14,686,Yes,0
43,male,Bachelor,$44.328,20,RENT,$9.000,MEDICAL,"5,79","20,00%",14,690,No,0
37,male,High School,$90.407,11,OWN,$7.500,VENTURE,"7,05","8,00%",14,690,No,0
40,female,Associate,$86.625,10,RENT,$6.000,PERSONAL,"9,63","7,00%",14,636,No,0
40,male,High School,$48.804,18,OWN,$13.750,MEDICAL,"8,88","28,00%",14,635,No,0
40,female,Associate,$84.922,13,MORTGAGE,$18.000,EDUCATION,"7,9","21,00%",14,727,No,0
40,female,Bachelor,$151.146,17,MORTGAGE,$10.200,HOMEIMPROVEMENT,"7,49","7,00%",14,721,No,0
47,female,Associate,$63.675,26,RENT,$6.000,MEDICAL,"10,99","9,00%",14,658,Yes,0
36,male,High School,$51.319,15,OWN,$2.000,VENTURE,"15,62","4,00%",14,613,Yes,0
44,female,High School,$144.912,20,MORTGAGE,$4.000,VENTURE,"11,01","3,00%",14,699,Yes,0
36,female,Master,$180.825,11,MORTGAGE,$10.000,MEDICAL,"11,01","6,00%",14,695,Yes,0
36,male,Bachelor,$97.183,13,MORTGAGE,$6.000,VENTURE,"11,01","6,00%",14,681,Yes,0
37,female,Bachelor,$78.886,12,RENT,$9.000,EDUCATION,"6,91","11,00%",14,686,Yes,0
37,female,Associate,$156.931,14,RENT,$13.000,VENTURE,"9,88","8,00%",14,619,Yes,0
46,male,Master,$404.281,21,OWN,$9.000,EDUCATION,"11,49","2,00%",14,673,Yes,0
38,female,Associate,$152.069,19,MORTGAGE,$2.400,VENTURE,"11,01","2,00%",14,613,Yes,0
36,male,Master,$37.841,18,RENT,$8.000,PERSONAL,"14,11","21,00%",14,730,No,1
38,male,High School,$36.995,13,MORTGAGE,$10.000,HOMEIMPROVEMENT,"11,22","27,00%",14,641,Yes,0
42,female,High School,$39.727,18,RENT,$10.000,DEBTCONSOLIDATION,"11,71","25,00%",14,610,No,1
37,male,Bachelor,$25.094,16,RENT,$5.000,VENTURE,"11,01","20,00%",14,630,Yes,0
36,male,High School,$21.202,12,RENT,$1.200,VENTURE,"13,06","6,00%",14,584,Yes,0
37,male,Associate,$50.996,13,RENT,$8.400,MEDICAL,"13,49","16,00%",14,702,Yes,0
46,male,Associate,$87.513,23,RENT,$17.000,HOMEIMPROVEMENT,"8,88","19,00%",14,678,No,0
36,female,High School,$29.692,13,MORTGAGE,$1.500,MEDICAL,"9,63","5,00%",14,621,Yes,0
40,female,Associate,$67.131,17,RENT,$18.000,EDUCATION,"7,88","27,00%",14,684,No,1
40,female,High School,$72.498,15,MORTGAGE,$5.500,DEBTCONSOLIDATION,"7,14","8,00%",14,638,No,0
46,male,Associate,$59.793,24,RENT,$2.800,MEDICAL,"10,59","5,00%",14,684,No,0
36,male,High School,$72.962,15,MORTGAGE,$8.000,VENTURE,"13,92","11,00%",14,675,Yes,0
41,female,Associate,$55.832,19,RENT,$4.600,DEBTCONSOLIDATION,"10,99","8,00%",14,651,Yes,0
38,female,Associate,$67.075,16,RENT,$14.000,PERSONAL,"11,48","21,00%",14,628,Yes,0
36,female,High School,$72.381,14,MORTGAGE,$21.000,PERSONAL,"15,62","29,00%",14,652,Yes,0
37,female,Associate,$55.036,18,RENT,$8.000,DEBTCONSOLIDATION,"9,63","15,00%",14,670,Yes,0
43,male,Associate,$65.475,22,RENT,$9.000,PERSONAL,"15,65","14,00%",14,721,No,1
43,female,Associate,$166.589,20,MORTGAGE,$9.900,EDUCATION,"6,99","6,00%",14,624,Yes,0
43,female,Associate,$421.034,17,MORTGAGE,$18.000,PERSONAL,"11,49","4,00%",14,697,Yes,0
40,female,High School,$105.077,19,MORTGAGE,$10.000,DEBTCONSOLIDATION,"10,25","10,00%",14,629,Yes,0
36,male,Associate,$74.155,9,MORTGAGE,$10.000,VENTURE,"10,25","13,00%",14,687,Yes,0
37,female,Doctorate,$26.748,15,RENT,$3.000,MEDICAL,"12,18","11,00%",14,747,No,0
42,female,Bachelor,$78.378,19,MORTGAGE,$30.000,MEDICAL,"19,03","38,00%",14,687,No,1
41,male,Associate,$29.714,19,MORTGAGE,$1.500,DEBTCONSOLIDATION,"11,01","5,00%",14,686,No,0
37,female,Bachelor,$39.628,11,RENT,$10.000,MEDICAL,"13,79","25,00%",14,702,No,1
45,male,Master,$73.300,27,RENT,$25.000,EDUCATION,"9,99","34,00%",14,711,No,1
40,male,Associate,$52.544,17,MORTGAGE,$2.500,PERSONAL,"12,84","5,00%",14,722,Yes,0
42,female,High School,$61.641,19,RENT,$4.200,MEDICAL,"7,49","7,00%",14,632,No,0
38,male,Associate,$36.945,17,RENT,$3.000,MEDICAL,"13,85","8,00%",14,695,No,1
42,female,Associate,$121.647,16,MORTGAGE,$25.000,DEBTCONSOLIDATION,"16,15","21,00%",14,693,No,1
35,female,Master,$108.886,10,MORTGAGE,$4.000,DEBTCONSOLIDATION,"8,42","4,00%",14,622,No,0
39,male,Bachelor,$108.608,18,RENT,$1.500,EDUCATION,"13,51","1,00%",14,612,Yes,0
37,male,High School,$78.737,9,RENT,$9.000,EDUCATION,"9,88","11,00%",14,580,No,0
37,male,Bachelor,$61.016,12,RENT,$10.000,DEBTCONSOLIDATION,"7,28","16,00%",14,651,Yes,0
38,female,High School,$78.199,16,RENT,$3.069,EDUCATION,"6,95","4,00%",14,632,Yes,0
37,female,Associate,$79.070,17,RENT,$12.000,PERSONAL,"14,92","15,00%",14,614,No,0
35,male,Bachelor,$70.632,12,RENT,$7.500,DEBTCONSOLIDATION,"11,61","11,00%",14,703,No,0
40,male,Bachelor,$51.337,20,RENT,$7.000,DEBTCONSOLIDATION,"13,56","14,00%",14,724,No,0
39,female,High School,$60.921,18,RENT,$8.000,HOMEIMPROVEMENT,"9,19","13,00%",14,710,No,0
39,female,Associate,$67.281,14,MORTGAGE,$9.600,EDUCATION,"10,7","14,00%",14,706,No,0
38,male,High School,$150.912,19,RENT,$12.000,PERSONAL,"7,66","8,00%",14,678,No,0
34,female,Associate,$29.524,9,RENT,$6.215,EDUCATION,"10,04","21,00%",14,649,No,0
37,female,High School,$156.973,15,MORTGAGE,$11.888,PERSONAL,"10,98","8,00%",14,630,No,0
40,male,High School,$29.573,15,RENT,$4.500,EDUCATION,"12,95","15,00%",14,688,No,0
37,female,High School,$90.009,15,OWN,$7.492,VENTURE,"7,17","8,00%",14,695,Yes,0
40,female,Bachelor,$61.082,18,RENT,$5.000,PERSONAL,"10,78","8,00%",14,692,Yes,0
35,male,Bachelor,$149.558,11,MORTGAGE,$19.000,PERSONAL,"13,75","13,00%",14,661,No,0
35,male,High School,$53.630,13,RENT,$3.500,EDUCATION,"13,47","7,00%",14,623,Yes,0
36,female,Bachelor,$188.259,9,MORTGAGE,$1.957,DEBTCONSOLIDATION,"7,87","1,00%",14,624,Yes,0
38,female,Associate,$29.771,19,MORTGAGE,$1.500,DEBTCONSOLIDATION,"10,13","5,00%",14,661,Yes,0
35,female,Bachelor,$81.579,12,RENT,$13.000,VENTURE,"11,81","16,00%",14,675,No,0
37,male,Associate,$51.087,15,RENT,$2.000,VENTURE,"15,01","4,00%",14,641,Yes,0
36,male,Associate,$74.384,15,MORTGAGE,$15.000,HOMEIMPROVEMENT,"9,65","20,00%",14,666,No,0
40,female,High School,$87.152,17,MORTGAGE,$14.814,DEBTCONSOLIDATION,"10,38","17,00%",14,679,Yes,0
46,female,Doctorate,$60.905,21,MORTGAGE,$10.000,DEBTCONSOLIDATION,"9,98","16,00%",14,723,Yes,0
42,male,High School,$138.627,16,RENT,$3.000,HOMEIMPROVEMENT,"9,88","2,00%",14,683,No,0
43,female,Associate,$54.648,21,RENT,$7.000,EDUCATION,"9,67","13,00%",14,700,No,0
40,male,High School,$66.819,14,MORTGAGE,$11.714,EDUCATION,"8,55","18,00%",14,572,Yes,0
42,female,Bachelor,$119.537,21,MORTGAGE,$4.943,VENTURE,"13,76","4,00%",14,712,No,0
44,female,High School,$85.343,25,RENT,$9.504,EDUCATION,"14,13","11,00%",14,678,Yes,0
41,female,Associate,$72.980,21,MORTGAGE,$3.841,EDUCATION,"12,77","5,00%",14,622,Yes,0
43,male,Associate,$117.911,24,MORTGAGE,$24.000,VENTURE,"10,99","20,00%",14,726,No,0
41,male,Associate,$97.233,20,MORTGAGE,$10.000,HOMEIMPROVEMENT,"11,01","10,00%",14,576,Yes,0
36,male,Associate,$97.143,14,RENT,$7.500,EDUCATION,"11,63","8,00%",14,606,No,0
38,male,Associate,$240.897,17,MORTGAGE,$3.000,PERSONAL,"7,68","1,00%",14,700,No,0
42,male,High School,$119.523,20,MORTGAGE,$5.043,VENTURE,"14,26","4,00%",14,665,Yes,0
44,male,Associate,$115.072,20,MORTGAGE,$21.252,HOMEIMPROVEMENT,"10,42","18,00%",14,639,Yes,0
43,male,High School,$81.552,21,MORTGAGE,$3.000,DEBTCONSOLIDATION,"10,74","4,00%",14,620,No,0
36,male,Bachelor,$97.073,13,MORTGAGE,$20.000,EDUCATION,"11,57","21,00%",14,683,Yes,0
39,female,High School,$98.160,14,MORTGAGE,$24.000,VENTURE,"8,68","24,00%",14,673,Yes,0
44,male,Master,$72.752,20,RENT,$15.000,HOMEIMPROVEMENT,"11,01","21,00%",14,745,No,0
32,female,Master,$97.027,7,MORTGAGE,$5.000,VENTURE,"7,61","5,00%",14,702,No,0
37,female,Associate,$44.438,15,MORTGAGE,$4.800,VENTURE,"10,57","11,00%",14,675,Yes,0
44,female,Bachelor,$403.758,16,OWN,$10.856,VENTURE,"11,74","3,00%",14,635,Yes,0
49,female,Associate,$66.956,28,MORTGAGE,$5.000,EDUCATION,"12,38","7,00%",14,724,Yes,0
41,female,Bachelor,$90.988,18,RENT,$12.000,EDUCATION,"7,7","13,00%",14,668,No,0
46,male,High School,$73.014,23,MORTGAGE,$5.000,EDUCATION,"11,75","7,00%",14,520,Yes,0
39,female,Associate,$121.217,16,MORTGAGE,$12.000,MEDICAL,"11,01","10,00%",14,579,Yes,0
41,male,High School,$85.001,20,RENT,$12.000,MEDICAL,"6,28","14,00%",14,608,No,0
43,male,High School,$75.372,17,RENT,$2.000,HOMEIMPROVEMENT,"13,15","3,00%",14,591,No,0
36,male,Master,$58.763,15,RENT,$6.000,PERSONAL,"9,4","10,00%",14,611,Yes,0
37,female,High School,$73.053,16,MORTGAGE,$12.000,DEBTCONSOLIDATION,"12,83","16,00%",14,667,No,0
36,male,High School,$113.558,12,RENT,$3.000,EDUCATION,"8,21","3,00%",14,562,No,0
36,male,Associate,$73.005,14,RENT,$15.000,HOMEIMPROVEMENT,"11,01","21,00%",14,626,Yes,0
38,female,Associate,$149.247,18,RENT,$12.000,MEDICAL,"7,74","8,00%",14,676,No,0
40,female,Doctorate,$92.477,18,MORTGAGE,$20.000,PERSONAL,"12,91","22,00%",14,719,Yes,0
34,male,Master,$70.335,11,RENT,$9.375,EDUCATION,"12,51","13,00%",14,724,Yes,0
36,female,Bachelor,$74.253,8,OWN,$15.000,HOMEIMPROVEMENT,"10,07","20,00%",14,612,Yes,0
34,male,Bachelor,$92.784,10,MORTGAGE,$6.147,DEBTCONSOLIDATION,"6,5","7,00%",14,658,Yes,0
38,female,Associate,$149.673,15,MORTGAGE,$12.000,EDUCATION,"10,18","8,00%",14,704,No,0
37,male,High School,$91.181,13,RENT,$10.000,HOMEIMPROVEMENT,"7,15","11,00%",14,562,Yes,0
38,male,Associate,$57.457,14,RENT,$4.775,VENTURE,"11,01","8,00%",14,694,No,0
36,female,Associate,$97.153,14,RENT,$14.512,MEDICAL,"11,4","15,00%",14,607,No,0
37,female,Associate,$242.401,17,MORTGAGE,$13.585,DEBTCONSOLIDATION,"10,84","6,00%",14,656,No,0
36,male,Master,$28.599,12,MORTGAGE,$7.564,MEDICAL,"8,13","26,00%",14,706,No,0
37,female,Associate,$79.079,11,MORTGAGE,$7.000,DEBTCONSOLIDATION,"10,36","9,00%",14,491,Yes,0
37,male,Associate,$77.537,15,MORTGAGE,$12.000,EDUCATION,"10,91","15,00%",14,657,Yes,0
36,male,Bachelor,$156.869,17,MORTGAGE,$12.000,PERSONAL,12,"8,00%",14,613,Yes,0
43,male,High School,$166.259,17,MORTGAGE,$9.902,EDUCATION,"6,97","6,00%",14,715,No,0
38,male,High School,$90.240,14,RENT,$3.000,MEDICAL,"12,99","3,00%",14,625,Yes,0
41,female,Bachelor,$74.533,20,RENT,$8.513,PERSONAL,"10,8","11,00%",14,564,Yes,0
38,male,Associate,$40.532,17,RENT,$1.000,MEDICAL,"12,08","2,00%",14,629,Yes,0
38,male,Bachelor,$107.215,13,MORTGAGE,$15.000,VENTURE,"10,39","14,00%",14,644,Yes,0
35,female,Bachelor,$33.454,8,RENT,$6.000,EDUCATION,"9,04","18,00%",14,573,Yes,0
35,male,Master,$103.203,16,MORTGAGE,$9.600,EDUCATION,"8,21","9,00%",14,716,No,0
38,male,Master,$127.266,13,MORTGAGE,$15.000,HOMEIMPROVEMENT,"8,31","12,00%",14,714,No,0
37,male,High School,$97.114,16,MORTGAGE,$6.000,VENTURE,"11,2","6,00%",14,538,Yes,0
36,male,Bachelor,$74.324,11,MORTGAGE,$10.000,PERSONAL,"10,25","13,00%",14,659,Yes,0
45,female,Associate,$131.910,24,MORTGAGE,$16.000,DEBTCONSOLIDATION,"6,79","12,00%",14,655,No,0
38,male,High School,$72.830,15,RENT,$10.000,PERSONAL,"7,9","14,00%",14,599,Yes,0
35,male,Bachelor,$56.240,15,RENT,$5.961,PERSONAL,"9,2","11,00%",14,702,No,0
39,female,Associate,$84.685,15,MORTGAGE,$10.000,MEDICAL,"9,52","12,00%",14,686,No,0
42,male,Associate,$87.308,16,RENT,$7.000,MEDICAL,"13,77","8,00%",14,704,No,0
44,female,High School,$77.808,18,MORTGAGE,$6.000,VENTURE,"7,57","8,00%",14,569,Yes,0
43,female,Associate,$84.882,22,OWN,$8.000,VENTURE,"10,48","9,00%",14,683,Yes,0
37,male,Bachelor,$51.934,14,MORTGAGE,$8.330,PERSONAL,"12,17","16,00%",14,507,Yes,0
36,female,Bachelor,$139.123,11,MORTGAGE,$25.000,VENTURE,"13,19","18,00%",14,653,Yes,0
45,male,Master,$103.126,19,MORTGAGE,$5.000,HOMEIMPROVEMENT,"8,58","5,00%",14,560,Yes,0
40,male,High School,$43.205,17,RENT,$10.000,DEBTCONSOLIDATION,"12,23","23,00%",14,657,Yes,0
38,male,Bachelor,$101.700,15,MORTGAGE,$9.888,DEBTCONSOLIDATION,"7,86","10,00%",14,673,Yes,0
45,female,Bachelor,$66.230,18,RENT,$4.500,PERSONAL,"11,46","7,00%",14,611,Yes,0
35,male,High School,$111.148,11,MORTGAGE,$21.224,DEBTCONSOLIDATION,"11,87","19,00%",14,507,Yes,0
42,male,Associate,$84.936,19,RENT,$10.000,EDUCATION,"7,72","12,00%",14,640,Yes,0
35,female,Bachelor,$59.084,9,RENT,$10.000,EDUCATION,"13,64","17,00%",14,619,Yes,0
37,male,Bachelor,$75.420,13,RENT,$7.000,MEDICAL,"10,31","9,00%",14,657,Yes,0
34,male,Bachelor,$49.434,10,MORTGAGE,$10.000,MEDICAL,"6,56","20,00%",14,698,Yes,0
41,male,Associate,$49.022,18,RENT,$9.157,EDUCATION,"7,49","19,00%",14,647,Yes,0
37,female,High School,$87.550,17,MORTGAGE,$1.600,DEBTCONSOLIDATION,"13,92","2,00%",14,688,Yes,0
35,female,Bachelor,$41.511,9,RENT,$3.200,VENTURE,"11,94","8,00%",14,680,Yes,0
42,male,Bachelor,$73.803,14,RENT,$8.554,PERSONAL,"7,25","12,00%",14,706,No,0
35,male,Bachelor,$271.342,9,MORTGAGE,$14.291,VENTURE,"15,83","5,00%",14,617,Yes,0
38,male,Associate,$67.074,16,MORTGAGE,$12.000,DEBTCONSOLIDATION,"9,82","18,00%",14,702,No,0
38,male,High School,$116.074,13,OWN,$10.000,VENTURE,"19,06","9,00%",14,579,Yes,0
44,male,Associate,$84.423,21,RENT,$9.500,EDUCATION,"14,19","11,00%",14,702,No,0
41,female,Associate,$135.525,18,MORTGAGE,$25.000,PERSONAL,"10,48","18,00%",14,696,Yes,0
40,male,Associate,$27.048,17,OWN,$4.000,PERSONAL,"7,76","15,00%",14,601,Yes,0
39,male,Associate,$110.350,16,MORTGAGE,$4.181,MEDICAL,"10,21","4,00%",14,677,No,0
33,male,Bachelor,$53.248,8,MORTGAGE,$15.000,PERSONAL,"12,53","28,00%",14,720,Yes,0
38,male,Associate,$151.977,15,MORTGAGE,$2.400,EDUCATION,"11,01","2,00%",14,683,Yes,0
38,female,High School,$45.276,14,RENT,$6.000,MEDICAL,"14,25","13,00%",14,687,No,0
39,female,High School,$20.986,17,RENT,$1.000,EDUCATION,"9,14","5,00%",14,643,Yes,0
37,male,Associate,$97.127,18,MORTGAGE,$6.000,VENTURE,"11,27","6,00%",14,660,Yes,0
41,female,Associate,$111.144,21,MORTGAGE,$12.000,HOMEIMPROVEMENT,"7,66","11,00%",14,626,No,0
38,female,High School,$116.195,16,MORTGAGE,$1.502,PERSONAL,"14,22","1,00%",14,658,Yes,0
41,male,High School,$55.903,15,RENT,$5.000,PERSONAL,"6,39","9,00%",14,504,Yes,0
34,male,High School,$75.411,8,RENT,$11.200,DEBTCONSOLIDATION,"10,04","15,00%",14,595,Yes,0
37,male,High School,$210.982,16,MORTGAGE,$21.000,DEBTCONSOLIDATION,"10,09","10,00%",14,610,No,0
40,female,High School,$84.842,17,MORTGAGE,$18.000,EDUCATION,"10,52","21,00%",14,603,Yes,0
33,female,Bachelor,$173.823,11,MORTGAGE,$7.357,MEDICAL,"15,54","4,00%",14,683,No,0
38,male,High School,$126.771,16,RENT,$14.000,HOMEIMPROVEMENT,"6,03","11,00%",14,592,Yes,0
36,female,Associate,$157.052,16,RENT,$20.000,EDUCATION,11,"13,00%",14,604,No,0
34,male,Bachelor,$133.219,12,MORTGAGE,$9.000,EDUCATION,"11,03","7,00%",14,671,No,0
40,female,High School,$136.463,14,RENT,$12.000,PERSONAL,"16,04","9,00%",14,634,No,1
36,male,High School,$46.089,14,RENT,$12.110,EDUCATION,"14,6","26,00%",14,657,No,1
38,male,Bachelor,$47.222,14,RENT,$12.950,DEBTCONSOLIDATION,"10,48","27,00%",14,615,No,1
37,male,Associate,$42.726,12,RENT,$11.079,MEDICAL,"7,04","26,00%",14,614,No,1
39,male,Associate,$63.625,15,MORTGAGE,$7.000,DEBTCONSOLIDATION,"14,32","11,00%",14,715,No,1
39,female,High School,$130.396,14,MORTGAGE,$14.871,HOMEIMPROVEMENT,"12,89","11,00%",14,698,No,1
37,female,Associate,$48.980,10,RENT,$21.137,EDUCATION,"15,9","43,00%",14,611,No,1
37,female,High School,$47.606,17,RENT,$1.500,DEBTCONSOLIDATION,"10,05","3,00%",14,641,No,1
36,male,Bachelor,$70.769,13,MORTGAGE,$9.588,MEDICAL,"16,68","14,00%",14,703,No,1
33,male,Bachelor,$58.889,10,MORTGAGE,$6.939,PERSONAL,"12,55","12,00%",14,619,No,1
36,female,High School,$113.714,10,MORTGAGE,$24.780,VENTURE,"13,76","22,00%",14,686,No,1
42,male,High School,$47.152,22,RENT,$13.000,DEBTCONSOLIDATION,"11,01","28,00%",14,669,No,1
36,male,Bachelor,$71.461,15,RENT,$10.000,EDUCATION,"11,8","14,00%",14,714,No,1
37,female,Associate,$38.215,13,RENT,$3.666,MEDICAL,"15,55","10,00%",14,664,No,1
38,female,Bachelor,$65.709,16,MORTGAGE,$7.542,VENTURE,"11,84","11,00%",14,625,No,1
45,male,Associate,$96.916,21,RENT,$35.000,PERSONAL,"11,08","36,00%",14,650,No,1
35,female,Associate,$40.861,11,RENT,$10.800,EDUCATION,"14,43","26,00%",14,653,No,1
39,male,High School,$38.486,15,RENT,$10.000,EDUCATION,"9,31","26,00%",14,630,No,1
45,female,High School,$127.065,26,MORTGAGE,$30.000,DEBTCONSOLIDATION,"17,91","24,00%",14,690,No,1
36,male,Associate,$59.782,12,RENT,$8.000,EDUCATION,"15,6","13,00%",14,635,No,1
47,female,Bachelor,$22.535,24,RENT,$3.000,PERSONAL,"5,98","13,00%",14,718,No,1
37,female,Associate,$46.191,14,RENT,$12.000,EDUCATION,"12,95","26,00%",14,683,No,1
42,female,Associate,$111.321,22,MORTGAGE,$8.599,MEDICAL,"15,09","8,00%",14,725,No,1
40,male,Associate,$36.996,14,RENT,$10.654,VENTURE,"11,21","29,00%",14,680,No,1
36,female,High School,$54.759,11,RENT,$20.000,MEDICAL,"11,38","37,00%",14,677,No,1
43,female,Doctorate,$72.213,21,MORTGAGE,$15.000,PERSONAL,"11,01","21,00%",14,726,No,1
40,male,Associate,$79.114,17,RENT,$10.000,MEDICAL,"16,09","13,00%",14,706,No,1
36,male,Associate,$30.947,11,RENT,$6.216,MEDICAL,"10,13","20,00%",14,590,No,1
42,female,High School,$100.310,21,OTHER,$12.000,EDUCATION,"16,16","12,00%",14,665,No,1
43,male,Associate,$22.639,21,RENT,$1.111,PERSONAL,"14,78","5,00%",14,594,No,1
50,male,High School,$1.081.082,28,MORTGAGE,$30.000,DEBTCONSOLIDATION,"12,69","3,00%",15,643,No,0
36,male,Bachelor,$84.049,13,RENT,$35.000,VENTURE,"11,01","42,00%",15,700,No,1
37,female,High School,$67.412,13,RENT,$30.000,DEBTCONSOLIDATION,"9,91","45,00%",15,637,No,1
45,male,Bachelor,$103.185,23,RENT,$26.000,PERSONAL,"14,27","25,00%",15,590,No,1
40,female,High School,$280.535,18,MORTGAGE,$15.000,MEDICAL,"11,83","5,00%",15,667,Yes,0
43,male,High School,$276.859,21,MORTGAGE,$25.000,HOMEIMPROVEMENT,"15,58","9,00%",15,640,Yes,0
42,male,Bachelor,$57.664,23,RENT,$25.000,MEDICAL,"12,18","43,00%",15,610,No,1
40,male,Associate,$242.687,18,RENT,$12.450,EDUCATION,"12,23","5,00%",15,692,No,0
50,female,Associate,$240.876,31,RENT,$7.000,PERSONAL,"10,99","3,00%",15,676,No,0
36,female,Associate,$241.150,15,MORTGAGE,$14.000,MEDICAL,"7,49","6,00%",15,618,Yes,0
41,male,High School,$80.801,18,RENT,$25.000,EDUCATION,"17,56","31,00%",15,725,No,1
38,female,High School,$240.826,17,MORTGAGE,$20.000,PERSONAL,"11,48","8,00%",15,653,No,0
44,female,Associate,$229.542,26,MORTGAGE,$8.000,PERSONAL,"13,16","3,00%",15,648,No,0
46,female,High School,$223.521,24,MORTGAGE,$20.000,VENTURE,"11,36","9,00%",15,708,Yes,0
36,female,High School,$216.829,12,RENT,$24.000,EDUCATION,"9,99","11,00%",15,565,Yes,0
36,male,Bachelor,$18.859,15,OWN,$5.000,PERSONAL,"13,92","27,00%",15,673,No,1
36,male,Bachelor,$124.581,13,RENT,$25.000,VENTURE,"12,53","20,00%",15,529,No,1
36,male,Bachelor,$174.926,14,RENT,$25.000,MEDICAL,"11,01","14,00%",15,572,Yes,0
37,male,Associate,$192.877,15,MORTGAGE,$24.000,PERSONAL,"6,54","12,00%",15,694,Yes,0
36,male,Associate,$162.885,9,RENT,$24.250,DEBTCONSOLIDATION,"12,87","15,00%",15,575,No,0
39,male,Associate,$67.096,13,RENT,$24.000,DEBTCONSOLIDATION,"12,53","36,00%",15,592,No,1
39,male,High School,$22.489,16,OWN,$3.975,DEBTCONSOLIDATION,"11,97","18,00%",15,597,No,1
48,female,Associate,$156.972,24,RENT,$24.000,EDUCATION,"9,91","15,00%",15,650,No,0
41,male,Doctorate,$72.894,17,RENT,$23.800,HOMEIMPROVEMENT,"6,91","33,00%",15,755,No,1
38,male,High School,$68.241,15,RENT,$22.000,HOMEIMPROVEMENT,"10,75","32,00%",15,625,No,1
37,female,High School,$111.472,14,RENT,$21.000,VENTURE,"11,63","19,00%",15,672,No,0
45,male,Doctorate,$45.165,25,RENT,$20.000,HOMEIMPROVEMENT,"11,71","44,00%",15,579,No,1
43,female,Associate,$25.238,19,OWN,$5.000,EDUCATION,"7,14","20,00%",15,704,No,0
36,female,High School,$79.299,15,RENT,$20.000,EDUCATION,"15,33","25,00%",15,653,No,1
37,female,Bachelor,$111.662,12,RENT,$20.000,DEBTCONSOLIDATION,"14,46","18,00%",15,633,No,1
37,female,High School,$130.755,14,RENT,$20.000,HOMEIMPROVEMENT,"16,32","15,00%",15,655,No,1
41,male,High School,$181.078,20,RENT,$20.000,PERSONAL,"19,47","11,00%",15,620,No,0
45,male,High School,$28.432,25,OWN,$7.000,PERSONAL,"7,29","25,00%",15,714,No,0
41,male,High School,$29.856,20,MORTGAGE,$1.500,MEDICAL,"11,01","5,00%",15,611,Yes,0
45,female,High School,$59.340,26,RENT,$18.000,MEDICAL,"13,85","30,00%",15,568,No,1
39,male,Associate,$89.423,15,RENT,$18.000,EDUCATION,"11,01","20,00%",15,578,Yes,0
36,male,Associate,$29.610,17,OWN,$4.000,VENTURE,"14,72","14,00%",15,700,No,0
44,female,High School,$29.953,20,OWN,$5.000,EDUCATION,"14,74","17,00%",15,597,Yes,0
46,female,Associate,$87.268,26,RENT,$17.000,PERSONAL,"8,88","19,00%",15,573,Yes,0
42,male,Associate,$90.990,22,RENT,$17.000,MEDICAL,"7,9","19,00%",15,558,No,0
40,female,Associate,$114.761,17,RENT,$17.000,PERSONAL,10,"15,00%",15,628,No,0
48,male,Master,$111.439,23,RENT,$16.500,DEBTCONSOLIDATION,"12,69","15,00%",15,630,Yes,0
37,female,Associate,$72.791,15,RENT,$16.000,DEBTCONSOLIDATION,"11,01","22,00%",15,663,Yes,0
36,female,High School,$21.016,11,RENT,$1.200,PERSONAL,"13,06","6,00%",15,617,Yes,0
36,female,Associate,$35.667,9,RENT,$1.200,MEDICAL,"12,42","3,00%",15,641,Yes,0
36,male,Associate,$33.396,14,OWN,$6.000,HOMEIMPROVEMENT,"7,14","18,00%",15,677,No,0
40,male,Associate,$33.760,17,MORTGAGE,$6.925,EDUCATION,"9,99","21,00%",15,680,Yes,0
41,female,Master,$34.052,21,RENT,$1.500,DEBTCONSOLIDATION,"12,99","4,00%",15,659,No,0
48,female,High School,$35.430,26,RENT,$1.500,MEDICAL,"7,51","4,00%",15,596,Yes,0
50,female,Associate,$35.408,26,RENT,$1.500,PERSONAL,"10,39","4,00%",15,704,No,1
41,male,High School,$66.869,18,RENT,$1.500,VENTURE,"5,99","2,00%",15,681,Yes,0
44,female,Associate,$33.160,22,RENT,$1.700,EDUCATION,"6,99","5,00%",15,708,No,0
36,male,High School,$55.101,14,RENT,$1.800,DEBTCONSOLIDATION,"14,27","3,00%",15,609,No,0
36,female,Associate,$109.359,15,RENT,$1.950,DEBTCONSOLIDATION,"12,42","2,00%",15,585,Yes,0
36,female,Master,$36.229,11,OWN,$1.250,VENTURE,"11,83","3,00%",15,655,No,0
36,male,High School,$145.110,15,RENT,$15.000,HOMEIMPROVEMENT,"12,99","10,00%",15,661,Yes,0
39,male,Associate,$37.071,15,RENT,$2.300,DEBTCONSOLIDATION,"14,79","6,00%",15,685,No,0
36,female,Bachelor,$69.873,14,RENT,$2.400,EDUCATION,10,"3,00%",15,697,Yes,0
37,male,Associate,$37.522,14,OWN,$1.200,MEDICAL,"11,99","3,00%",15,683,No,0
36,male,Bachelor,$41.073,12,RENT,$13.475,MEDICAL,"15,68","33,00%",15,669,No,1
40,female,High School,$76.433,20,RENT,$13.050,HOMEIMPROVEMENT,"11,48","17,00%",15,539,No,0
36,male,Master,$44.353,13,RENT,$2.500,EDUCATION,"9,76","6,00%",15,640,Yes,0
